359.334 45.803
117.051 40.257
309.962 63.867
253.561 66.879
272.865 51.041
228.954 32.753
277.095 73.610
306.782 61.916
282.639 55.317
17.431 33.836
59.589 64.588
135.418 7.801
144.105 40.737
264.826 57.181
338.358 38.437
77.023 21.581
262.497 43.178
0.748 45.723
304.724 51.024
306.512 13.683
111.721 21.129
303.306 18.961
